"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",210316,2021-03-16,13874U,CME ,00,138 ,  134238,       0,    3432,       0,   23383,       0,      11,   15930,   70358,   12813,       0,    1150,      30,   52167,   87794,   82071,   46444,   32310,  -18234,    1939,       0,       7,   -1001,     -22,   -9111,    7261,    9636,       0,   -1560,      10,  -17714,   16263,   50024,   16047,  100.0,    0.0,    2.6,    0.0,   17.4,    0.0,    0.0,   11.9,   52.4,    9.5,    0.0,    0.9,    0.0,   38.9,   65.4,   61.1,   34.6,     21,      0,.,      0,      5,      0,.,      4,      9,      6,      0,.,.,     15,     14,    27.3,    53.9,    34.5,    61.2,    23.2,    49.1,    28.5,    53.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",210309,2021-03-09,13874U,CME ,00,138 ,  101928,   18234,    1493,       0,   23376,    1001,      33,   25041,   63097,    3177,       0,    2710,      20,   69881,   71531,   32047,   30397,   -1353,    4763,     106,       0,    -126,    -152,      33,   -5409,    2059,    3038,       0,    1280,      20,    2319,    6384,   -3672,   -7737,  100.0,   17.9,    1.5,    0.0,   22.9,    1.0,    0.0,   24.6,   61.9,    3.1,    0.0,    2.7,    0.0,   68.6,   70.2,   31.4,   29.8,     22,.,.,      0,      5,.,.,      5,      7,      7,      0,.,.,     16,     16,    50.2,    61.1,    62.8,    66.7,    50.2,    58.9,    61.9,    64.5,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",210302,2021-03-02,13874U,CME ,00,138 ,  103281,   13471,    1387,       0,   23502,    1153,       0,   30450,   61038,     139,       0,    1430,       0,   67562,   65147,   35719,   38134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   13.0,    1.3,    0.0,   22.8,    1.1,    0.0,   29.5,   59.1,    0.1,    0.0,    1.4,    0.0,   65.4,   63.1,   34.6,   36.9,     20,.,.,      0,      5,.,      0,      4,      7,.,      0,.,      0,     11,     12,    54.1,    56.3,    63.0,    61.5,    54.0,    56.2,    63.0,    61.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221227,2022-12-27,13874A,CME ,00,138 , 1961310,  192605,  348359,   40586,  954670,  508391,  244145,  142921,  389695,   45406,  110132,  149178,    5969, 1736434, 1731729,  224876,  229581,  -25537,   12183,  -24605,     635,   -5621,   -7921,    2206,  -17723,   10563,   -2223,   -5532,    1532,    -867,  -16942,  -20680,   -8595,   -4857,  100.0,    9.8,   17.8,    2.1,   48.7,   25.9,   12.4,    7.3,   19.9,    2.3,    5.6,    7.6,    0.3,   88.5,   88.3,   11.5,   11.7,    528,     28,     31,     20,    143,    109,    107,     65,     95,     50,     32,     25,      6,    364,    347,    16.5,    11.6,    23.2,    18.6,    14.7,    10.6,    20.9,    17.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221220,2022-12-20,13874A,CME ,00,138 , 1986847,  180422,  372964,   39951,  960291,  516312,  241939,  160644,  379132,   47629,  115664,  147646,    6836, 1753376, 1752409,  233471,  234438, -490293, -187276,   -4206, -126141,     110,   44288,  -22602,   49593, -208449, -124131,   15440,   27871,  -48982, -443989, -462352,  -46304,  -27941,  100.0,    9.1,   18.8,    2.0,   48.3,   26.0,   12.2,    8.1,   19.1,    2.4,    5.8,    7.4,    0.3,   88.2,   88.2,   11.8,   11.8,    531,     28,     31,     19,    138,    108,    107,     71,    100,     56,     30,     25,      6,    363,    356,    16.3,    12.6,    22.4,    18.9,    14.4,    12.0,    20.3,    18.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221213,2022-12-13,13874A,CME ,00,138 , 2477140,  367698,  377170,  166092,  960181,  472024,  264541,  111051,  587581,  171760,  100224,  119775,   55818, 2197365, 2214761,  279775,  262379,  189449,  -21955,  -41437,   60363,   10870,  -13539,    6535,  -10129,   35034,   67207,    1499,   10526,   39140,  153530,  163829,   35919,   25620,  100.0,   14.8,   15.2,    6.7,   38.8,   19.1,   10.7,    4.5,   23.7,    6.9,    4.0,    4.8,    2.3,   88.7,   89.4,   11.3,   10.6,    550,     34,     35,     38,    139,    103,    110,     70,    106,     92,     33,     27,     12,    409,    393,    14.7,    11.5,    22.1,    19.1,    13.2,     9.8,    19.9,    16.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221206,2022-12-06,13874A,CME ,00,138 , 2287691,  389653,  418607,  105729,  949311,  485563,  258006,  121180,  552547,  104553,   98725,  109249,   16678, 2043835, 2050932,  243856,  236759,  -26836,    2566,  -30465,   16924,  -33312,  -15132,    8153,  -20815,   -8788,    4593,   -5691,    1738,   -1349,  -28931,  -24326,    2095,   -2510,  100.0,   17.0,   18.3,    4.6,   41.5,   21.2,   11.3,    5.3,   24.2,    4.6,    4.3,    4.8,    0.7,   89.3,   89.7,   10.7,   10.3,    562,     36,     35,     27,    143,    107,    111,     66,    110,     71,     36,     27,      9,    393,    387,    17.0,    12.1,    25.4,    19.2,    15.2,     9.2,    22.9,    16.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221129,2022-11-29,13874A,CME ,00,138 , 2314527,  387087,  449072,   88805,  982623,  500695,  249853,  141995,  561335,   99960,  104416,  107511,   18027, 2072766, 2075258,  241761,  239269,   10450,    4618,   48711,    8047,   29152,    1897,  -17949,    4712,  -11935,   -3343,  -17414,  -11418,    1610,    9433,   15620,    1017,   -5170,  100.0,   16.7,   19.4,    3.8,   42.5,   21.6,   10.8,    6.1,   24.3,    4.3,    4.5,    4.6,    0.8,   89.6,   89.7,   10.4,   10.3,    545,     33,     36,     25,    145,    104,    109,     66,     97,     59,     35,     27,      7,    377,    368,    16.6,    13.4,    24.9,    21.2,    14.7,    11.2,    22.6,    18.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221122,2022-11-22,13874A,CME ,00,138 , 2304077,  382469,  400361,   80758,  953471,  498798,  267802,  137283,  573270,  103303,  121830,  118929,   16417, 2063333, 2059638,  240744,  244439,  -39432,  -25925,   24116,    3465,    9476,  -20149,   -7295,  -15590,  -50877,    3607,  -13231,   -1562,    4930,  -40563,  -43765,    1131,    4333,  100.0,   16.6,   17.4,    3.5,   41.4,   21.6,   11.6,    6.0,   24.9,    4.5,    5.3,    5.2,    0.7,   89.6,   89.4,   10.4,   10.6,    528,     35,     32,     25,    139,    103,    104,     66,     92,     57,     34,     26,      7,    371,    350,    16.3,    13.0,    24.4,    20.1,    14.3,    10.6,    21.9,    16.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221115,2022-11-15,13874A,CME ,00,138 , 2343509,  408394,  376245,   77293,  943995,  518947,  275097,  152873,  624147,   99696,  135061,  120491,   11487, 2103896, 2103403,  239613,  240106,   24614,   -8277,   24895,   20246,   18600,  -83639,    4305,  -13015,   66155,    -946,   -8177,    2405,    -126,   12610,   33295,   12004,   -8681,  100.0,   17.4,   16.1,    3.3,   40.3,   22.1,   11.7,    6.5,   26.6,    4.3,    5.8,    5.1,    0.5,   89.8,   89.8,   10.2,   10.2,    540,     34,     36,     25,    143,    103,    110,     70,     92,     66,     33,     28,      6,    385,    362,    16.2,    12.7,    24.6,    20.5,    14.4,    11.3,    22.2,    18.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221108,2022-11-08,13874A,CME ,00,138 , 2318895,  416671,  351350,   57047,  925395,  602586,  270792,  165888,  557992,  100642,  143238,  118086,   11613, 2091286, 2070108,  227609,  248787,  -17816,   -6669,  -16263,    6240,  -12404,  -14381,   -6296,    5515,    1725,    9761,  -15840,     620,    -445,  -20138,  -19039,    2322,    1223,  100.0,   18.0,   15.2,    2.5,   39.9,   26.0,   11.7,    7.2,   24.1,    4.3,    6.2,    5.1,    0.5,   90.2,   89.3,    9.8,   10.7,    552,     35,     37,     24,    136,    110,    108,     73,     96,     60,     38,     27,      8,    385,    367,    17.1,    13.5,    25.9,    20.3,    15.6,    11.7,    23.5,    18.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221101,2022-11-01,13874A,CME ,00,138 , 2336711,  423340,  367613,   50807,  937799,  616967,  277088,  160373,  556267,   90881,  159078,  117466,   12058, 2111424, 2089147,  225287,  247564,  -25113,  -52517,   86016,    1238,   -6884,  -48102,   -6059,    7266,  -42677,     205,   38166,   -2933,  -13959,  -32544,  -26271,    7431,    1158,  100.0,   18.1,   15.7,    2.2,   40.1,   26.4,   11.9,    6.9,   23.8,    3.9,    6.8,    5.0,    0.5,   90.4,   89.4,    9.6,   10.6,    554,     34,     38,     23,    138,    113,    108,     70,     98,     56,     34,     29,      8,    374,    375,    16.9,    14.0,    25.9,    20.6,    15.5,    12.2,    23.6,    18.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221025,2022-10-25,13874A,CME ,00,138 , 2361824,  475857,  281597,   49569,  944683,  665069,  283147,  153107,  598944,   90676,  120912,  120399,   26017, 2143968, 2115418,  217856,  246406,   25258,   -3822,   28204,    2995,   12012,  -44239,     -22,   -1106,   31449,   27381,   -5912,   -7375,    -895,   30631,   37498,   -5373,  -12240,  100.0,   20.1,   11.9,    2.1,   40.0,   28.2,   12.0,    6.5,   25.4,    3.8,    5.1,    5.1,    1.1,   90.8,   89.6,    9.2,   10.4,    566,     38,     36,     25,    145,    113,    112,     64,    106,     60,     31,     33,      9,    381,    391,    17.2,    14.5,    25.7,    21.6,    15.9,    13.3,    23.7,    19.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221018,2022-10-18,13874A,CME ,00,138 , 2336566,  479679,  253393,   46574,  932671,  709308,  283169,  154213,  567495,   63295,  126824,  127774,   26912, 2113337, 2077920,  223229,  258646,   58772,   16187,   -2003,    6535,   25106,  -18069,   -3418,    3638,   69935,   -1293,    -858,  -10035,   12794,   58691,   54446,      81,    4326,  100.0,   20.5,   10.8,    2.0,   39.9,   30.4,   12.1,    6.6,   24.3,    2.7,    5.4,    5.5,    1.2,   90.4,   88.9,    9.6,   11.1,    564,     38,     33,     26,    141,    114,    113,     68,    106,     58,     28,     35,      9,    380,    390,    17.0,    15.4,    25.3,    22.0,    15.8,    14.0,    23.3,    19.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221011,2022-10-11,13874A,CME ,00,138 , 2277794,  463492,  255396,   40039,  907565,  727377,  286587,  150575,  497560,   64588,  127682,  137809,   14118, 2054646, 2023474,  223148,  254320,   16509,    3935,  -12530,    5899,   -3862,   13382,    5721,   12997,   19508,    6207,   -5269,   -5887,    2900,   28528,   35200,  -12019,  -18691,  100.0,   20.3,   11.2,    1.8,   39.8,   31.9,   12.6,    6.6,   21.8,    2.8,    5.6,    6.1,    0.6,   90.2,   88.8,    9.8,   11.2,    570,     34,     38,     25,    139,    116,    116,     60,    115,     54,     27,     41,      8,    368,    405,    17.0,    15.8,    26.4,    22.4,    16.1,    14.4,    24.7,    19.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",221004,2022-10-04,13874A,CME ,00,138 , 2261285,  459557,  267926,   34140,  911427,  713995,  280866,  137578,  478052,   58381,  132951,  143696,   11218, 2026118, 1988274,  235167,  273011,   27407,    2897,   -2614,   -6073,    8024,   28711,   -5242,  -26097,   27541,   -2458,    1199,  -22693,    6613,  -21137,   23785,   48544,    3622,  100.0,   20.3,   11.8,    1.5,   40.3,   31.6,   12.4,    6.1,   21.1,    2.6,    5.9,    6.4,    0.5,   89.6,   87.9,   10.4,   12.1,    548,     35,     34,     24,    133,    111,    112,     64,    108,     61,     29,     34,      7,    367,    385,    17.6,    17.2,    27.0,    23.9,    16.7,    16.0,    25.3,    21.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220927,2022-09-27,13874A,CME ,00,138 , 2233878,  456660,  270540,   40213,  903403,  685284,  286108,  163675,  450511,   60839,  131752,  166389,    4605, 2047255, 1964489,  186623,  269389,   92856,    1412,   50989,   10864,  -11131,   54697,   10292,   50597,   -9213,   13011,   16315,  -27799,    -224,   91136,  102617,    1720,   -9761,  100.0,   20.4,   12.1,    1.8,   40.4,   30.7,   12.8,    7.3,   20.2,    2.7,    5.9,    7.4,    0.2,   91.6,   87.9,    8.4,   12.1,    566,     34,     42,     21,    135,    113,    108,     61,    115,     60,     32,     33,      5,    368,    392,    16.9,    16.0,    25.9,    22.4,    16.0,    15.0,    24.3,    20.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220920,2022-09-20,13874A,CME ,00,138 , 2141022,  455248,  219551,   29349,  914534,  630587,  275816,  113078,  459724,   47828,  115437,  194188,    4829, 1956119, 1861872,  184903,  279150, -462024,  -93487,   63191, -157594,  -23115,    6416,  -10587,   -4408, -183116,  -54562,   -6493,  -18961,  -14110, -364356, -369323,  -97668,  -92701,  100.0,   21.3,   10.3,    1.4,   42.7,   29.5,   12.9,    5.3,   21.5,    2.2,    5.4,    9.1,    0.2,   91.4,   87.0,    8.6,   13.0,    555,     35,     40,     20,    137,    107,    102,     58,    112,     52,     27,     39,      4,    342,    391,    18.1,    15.6,    27.5,    22.6,    17.2,    14.6,    25.9,    20.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220913,2022-09-13,13874A,CME ,00,138 , 2603046,  548735,  156360,  186943,  937649,  624171,  286403,  117486,  642840,  102390,  121930,  213149,   18939, 2320475, 2231195,  282571,  371851,  288756,   19096,  -35210,  150682,    5233,  -36901,   17884,  -14659,   58126,   32856,    8333,    5270,   14548,  233973,  207255,   54783,   81501,  100.0,   21.1,    6.0,    7.2,   36.0,   24.0,   11.0,    4.5,   24.7,    3.9,    4.7,    8.2,    0.7,   89.1,   85.7,   10.9,   14.3,    557,     40,     34,     45,    137,    102,    113,     58,    116,     87,     36,     31,     12,    405,    409,    15.1,    17.2,    24.1,    23.3,    14.4,    16.0,    21.8,    20.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220906,2022-09-06,13874A,CME ,00,138 , 2314290,  529639,  191570,   36261,  932416,  661072,  268519,  132145,  584714,   69534,  113597,  207879,    4391, 2086502, 2023940,  227788,  290350,  -15663,   -1965,  -23126,    3871,  -24279,   31059,    -441,   -2398,  -40636,    8722,    -392,   13290,   -1615,  -18497,   -8876,    2834,   -6787,  100.0,   22.9,    8.3,    1.6,   40.3,   28.6,   11.6,    5.7,   25.3,    3.0,    4.9,    9.0,    0.2,   90.2,   87.5,    9.8,   12.5,    547,     37,     34,     23,    134,    108,    104,     53,    110,     59,     35,     35,      6,    355,    384,    17.3,    19.2,    27.2,    25.6,    16.4,    18.0,    25.0,    24.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220830,2022-08-30,13874A,CME ,00,138 , 2329953,  531604,  214696,   32390,  956695,  630013,  268960,  134543,  625350,   60812,  113989,  194589,    6006, 2104999, 2032816,  224954,  297137,     415,   -3999,   12109,   -1613,    4552,   16218,   -6375,   -1855,  -24746,    5545,    6953,   -3974,     504,    3712,   -2332,   -3297,    2747,  100.0,   22.8,    9.2,    1.4,   41.1,   27.0,   11.5,    5.8,   26.8,    2.6,    4.9,    8.4,    0.3,   90.3,   87.2,    9.7,   12.8,    543,     36,     33,     22,    139,    103,    108,     53,    111,     54,     35,     32,      8,    352,    383,    16.9,    18.1,    27.2,    24.7,    16.1,    16.8,    25.0,    23.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220823,2022-08-23,13874A,CME ,00,138 , 2329538,  535603,  202587,   34003,  952143,  613795,  275335,  136398,  650096,   55267,  107036,  198563,    5502, 2101287, 2035148,  228251,  294390,  -16686,   -2884,   34527,    9766,  -36007,    1735,    9359,   10789,  -74182,   -1431,   -9476,     436,    2491,  -17393,  -17299,     707,     613,  100.0,   23.0,    8.7,    1.5,   40.9,   26.3,   11.8,    5.9,   27.9,    2.4,    4.6,    8.5,    0.2,   90.2,   87.4,    9.8,   12.6,    534,     33,     32,     19,    138,     99,    109,     55,    110,     54,     32,     35,      7,    345,    378,    17.2,    18.4,    28.0,    25.5,    16.2,    17.2,    25.7,    24.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220816,2022-08-16,13874A,CME ,00,138 , 2346224,  538487,  168060,   24237,  988150,  612060,  265976,  125609,  724278,   56698,  116512,  198127,    3011, 2118680, 2052447,  227544,  293777,   46836,   34788,    4251,  -11741,   23615,  -56556,   -2511,   -1933,   93136,    -717,   -3591,   13795,      91,   38001,   39748,    8835,    7088,  100.0,   23.0,    7.2,    1.0,   42.1,   26.1,   11.3,    5.4,   30.9,    2.4,    5.0,    8.4,    0.1,   90.3,   87.5,    9.7,   12.5,    533,     36,     30,     20,    141,    100,    103,     53,    108,     52,     29,     36,      8,    341,    375,    17.0,    21.1,    27.2,    29.1,    16.1,    19.9,    25.0,    27.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220809,2022-08-09,13874A,CME ,00,138 , 2299388,  503699,  163809,   35978,  964535,  668616,  268487,  127542,  631142,   57415,  120103,  184332,    2920, 2080679, 2012699,  218709,  286689,  -11277,   37970,  -15828,   11082,  -46555,  -21560,   -1358,    -356,   -2713,    2225,  -12366,   12066,     113,   -9245,  -15973,   -2032,    4696,  100.0,   21.9,    7.1,    1.6,   41.9,   29.1,   11.7,    5.5,   27.4,    2.5,    5.2,    8.0,    0.1,   90.5,   87.5,    9.5,   12.5,    534,     32,     34,     23,    141,     96,    103,     51,    113,     51,     32,     35,      7,    339,    379,    16.9,    19.7,    27.0,    27.2,    15.9,    18.5,    24.7,    25.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220802,2022-08-02,13874A,CME ,00,138 , 2310665,  465729,  179637,   24896, 1011090,  690176,  269845,  127898,  633855,   55190,  132469,  172266,    2807, 2089924, 2028672,  220741,  281993,  -12159,   31260,  -41999,   -5832,  -27100,  -52340,   -2444,    9771,   61385,   -2863,  -14036,   24052,     -29,  -11273,  -20070,    -886,    7911,  100.0,   20.2,    7.8,    1.1,   43.8,   29.9,   11.7,    5.5,   27.4,    2.4,    5.7,    7.5,    0.1,   90.4,   87.8,    9.6,   12.2,    532,     33,     32,     22,    141,    100,    106,     55,    108,     48,     27,     36,      7,    339,    376,    16.4,    19.6,    26.3,    27.2,    15.1,    18.5,    24.2,    25.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220726,2022-07-26,13874A,CME ,00,138 , 2322824,  434469,  221636,   30728, 1038190,  742516,  272289,  118127,  572470,   58053,  146505,  148214,    2836, 2101197, 2048742,  221627,  274082,  -12495,    5074,   33735,   -8468,    8858,  -39288,   -3149,  -18543,   10232,    4128,     979,   -2568,     470,  -10651,   -4908,   -1844,   -7587,  100.0,   18.7,    9.5,    1.3,   44.7,   32.0,   11.7,    5.1,   24.6,    2.5,    6.3,    6.4,    0.1,   90.5,   88.2,    9.5,   11.8,    537,     35,     35,     22,    141,    103,    104,     60,    102,     53,     31,     30,      6,    352,    370,    15.9,    16.9,    25.4,    23.9,    14.4,    15.6,    23.1,    22.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220719,2022-07-19,13874A,CME ,00,138 , 2335319,  429395,  187901,   39196, 1029332,  781804,  275438,  136670,  562238,   53925,  145526,  150782,    2366, 2111848, 2053650,  223471,  281669,   17739,   35120,  -35008,  -18085,   -5956,  -30324,    7893,    9390,   65442,    5012,   -6115,    6290,     157,   27416,    1377,   -9677,   16362,  100.0,   18.4,    8.0,    1.7,   44.1,   33.5,   11.8,    5.9,   24.1,    2.3,    6.2,    6.5,    0.1,   90.4,   87.9,    9.6,   12.1,    531,     36,     32,     20,    143,    106,    109,     58,     97,     52,     28,     31,      5,    354,    363,    15.7,    17.2,    25.0,    24.4,    14.3,    16.1,    23.0,    22.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220712,2022-07-12,13874A,CME ,00,138 , 2317580,  394275,  222909,   57281, 1035288,  812128,  267545,  127280,  496796,   48913,  151641,  144492,    2209, 2084432, 2052273,  233148,  265307,    8339,   12216,  -22797,    2692,   11584,   -5985,  -12608,  -13934,   37606,    8170,   -4675,    2151,    -591,    2854,    8638,    5485,    -299,  100.0,   17.0,    9.6,    2.5,   44.7,   35.0,   11.5,    5.5,   21.4,    2.1,    6.5,    6.2,    0.1,   89.9,   88.6,   10.1,   11.4,    537,     36,     33,     21,    142,    109,    111,     62,     97,     58,     29,     29,      5,    357,    375,    16.0,    16.2,    24.9,    22.7,    14.7,    15.1,    23.1,    21.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220705,2022-07-05,13874A,CME ,00,138 , 2309241,  382059,  245706,   54589, 1023704,  818113,  280153,  141214,  459190,   40743,  156316,  142341,    2800, 2081578, 2043635,  227663,  265606,   60470,   21445,   13673,    3766,   17019,    6447,  -12909,   -3918,   48493,      73,   30094,  -12737,    1091,   56661,   47897,    3809,   12573,  100.0,   16.5,   10.6,    2.4,   44.3,   35.4,   12.1,    6.1,   19.9,    1.8,    6.8,    6.2,    0.1,   90.1,   88.5,    9.9,   11.5,    533,     34,     35,     19,    141,    109,    108,     66,     93,     57,     29,     26,      7,    356,    368,    16.1,    17.0,    24.6,    23.1,    14.7,    16.0,    22.7,    21.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
